Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00       1/127269      __gnu_cxx::new_allocator<boost::shared_ptr<EventSourceBase> >::construct(boost::shared_ptr<EventSourceBase>*, boost::shared_ptr<EventSourceBase> const&) [478]
                0.00    0.00       1/127269      __gnu_cxx::new_allocator<std::pair<std::string const, boost::shared_ptr<EventTargetBase> > >::construct(std::pair<std::string const, boost::shared_ptr<EventTargetBase> >*, std::pair<std::string const, boost::shared_ptr<EventTargetBase> > const&) [490]
                0.00    0.00       1/127269      __gnu_cxx::new_allocator<std::pair<std::string const, boost::shared_ptr<EventFactory> > >::construct(std::pair<std::string const, boost::shared_ptr<EventFactory> >*, std::pair<std::string const, boost::shared_ptr<EventFactory> > const&) [487]
                0.00    0.00       2/127269      __gnu_cxx::new_allocator<std::pair<std::string const, EventFunc> >::construct(std::pair<std::string const, EventFunc>*, std::pair<std::string const, EventFunc> const&) [383]
                0.00    0.00       2/127269      void boost::detail::function::basic_vtable2<void, boost::shared_ptr<Event>&, boost::weak_ptr<EventLoop>&>::assign_functor<boost::_bi::bind_t<void, void (*)(boost::shared_ptr<Event>&, boost::weak_ptr<EventLoop>&), boost::_bi::list2<boost::arg<1>, boost::arg<2> > > >(boost::_bi::bind_t<void, void (*)(boost::shared_ptr<Event>&, boost::weak_ptr<EventLoop>&), boost::_bi::list2<boost::arg<1>, boost::arg<2> > >, boost::detail::function::function_buffer&, mpl_::bool_<true>) const [392]
                0.00    0.00    1260/127269      __gnu_cxx::new_allocator<std::pair<int const, boost::shared_ptr<TcpConnection> > >::construct(std::pair<int const, boost::shared_ptr<TcpConnection> >*, std::pair<int const, boost::shared_ptr<TcpConnection> > const&) [232]
                0.00    0.00    2002/127269      __gnu_cxx::new_allocator<boost::shared_ptr<Event> >::construct(boost::shared_ptr<Event>*, boost::shared_ptr<Event> const&) [177]
                0.00    0.00  124000/127269      __gnu_cxx::new_allocator<char>::construct(char*, char const&) [8]
[7]      0.0    0.00    0.00  127269         operator new(unsigned int, void*) [7]
-----------------------------------------------
                0.00    0.00  124000/124000      void __gnu_cxx::__alloc_traits<std::allocator<char> >::construct<char>(std::allocator<char>&, char*, char const&) [9]
[8]      0.0    0.00    0.00  124000         __gnu_cxx::new_allocator<char>::construct(char*, char const&) [8]
                0.00    0.00  124000/127269      operator new(unsigned int, void*) [7]
-----------------------------------------------
                0.00    0.00    8000/124000      std::vector<char, std::allocator<char> >::_M_insert_aux(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char const&) [64]
                0.00    0.00  116000/124000      std::vector<char, std::allocator<char> >::push_back(char const&) [10]
[9]      0.0    0.00    0.00  124000         void __gnu_cxx::__alloc_traits<std::allocator<char> >::construct<char>(std::allocator<char>&, char*, char const&) [9]
                0.00    0.00  124000/124000      __gnu_cxx::new_allocator<char>::construct(char*, char const&) [8]
-----------------------------------------------
                0.00    0.00  124000/124000      Buffer::append(char*, unsigned int) [203]
[10]     0.0    0.00    0.00  124000         std::vector<char, std::allocator<char> >::push_back(char const&) [10]
                0.00    0.00  116000/124000      void __gnu_cxx::__alloc_traits<std::allocator<char> >::construct<char>(std::allocator<char>&, char*, char const&) [9]
                0.00    0.00    8000/10001       std::vector<char, std::allocator<char> >::end() [49]
                0.00    0.00    8000/8000        std::vector<char, std::allocator<char> >::_M_insert_aux(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char const&) [64]
-----------------------------------------------
                0.00    0.00   40004/102011      std::_Miter_base<char*>::iterator_type std::__miter_base<char*>(char*) [16]
                0.00    0.00   62007/102011      std::_Niter_base<char*>::iterator_type std::__niter_base<char*>(char*) [12]
[11]     0.0    0.00    0.00  102011         std::_Iter_base<char*, false>::_S_base(char*) [11]
-----------------------------------------------
                0.00    0.00    2001/62007       char* std::fill_n<char*, unsigned int, char>(char*, unsigned int, char const&) [218]
                0.00    0.00   60006/62007       char* std::__copy_move_a2<false, char*, char*>(char*, char*, char*) [27]
[12]     0.0    0.00    0.00   62007         std::_Niter_base<char*>::iterator_type std::__niter_base<char*>(char*) [12]
                0.00    0.00   62007/102011      std::_Iter_base<char*, false>::_S_base(char*) [11]
-----------------------------------------------
                0.00    0.00    1000/58017       TcpConnection::write(boost::shared_ptr<Event>&) [295]
                0.00    0.00    1001/58017       TcpRecvEventToOtherEvent(boost::shared_ptr<Event>&, boost::weak_ptr<EventLoop>&) [267]
                0.00    0.00    2001/58017       Buffer::update(unsigned int) [204]
                0.00    0.00    4002/58017       std::vector<char, std::allocator<char> >::resize(unsigned int, char) [213]
                0.00    0.00   10009/58017       Buffer::length() [42]
                0.00    0.00   40004/58017       std::vector<char, std::allocator<char> >::_M_check_len(unsigned int, char const*) const [47]
[13]     0.0    0.00    0.00   58017         std::vector<char, std::allocator<char> >::size() const [13]
-----------------------------------------------
                0.00    0.00    1001/49530       std::vector<char, std::allocator<char> >::_M_erase_at_end(char*) [283]
                0.00    0.00    8004/49530       std::vector<char, std::allocator<char> >::swap(std::vector<char, std::allocator<char> >&) [121]
                0.00    0.00    8004/49530       std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned int, char const&) [211]
                0.00    0.00    8521/49530       std::vector<char, std::allocator<char> >::~vector() [60]
                0.00    0.00   24000/49530       std::vector<char, std::allocator<char> >::_M_insert_aux(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char const&) [64]
[14]     0.0    0.00    0.00   49530         std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [14]
-----------------------------------------------
                0.00    0.00    4002/40004       std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned int, char const&) [211]
                0.00    0.00   16000/40004       std::vector<char, std::allocator<char> >::_M_insert_aux(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char const&) [64]
                0.00    0.00   20002/40004       __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::difference_type __gnu_cxx::operator-<char*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&) [46]
[15]     0.0    0.00    0.00   40004         __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::base() const [15]
-----------------------------------------------
                0.00    0.00   40004/40004       char* std::copy<char*, char*>(char*, char*, char*) [31]
[16]     0.0    0.00    0.00   40004         std::_Miter_base<char*>::iterator_type std::__miter_base<char*>(char*) [16]
                0.00    0.00   40004/102011      std::_Iter_base<char*, false>::_S_base(char*) [11]
-----------------------------------------------
                0.00    0.00   10001/30003       __gnu_cxx::new_allocator<char>::allocate(unsigned int, void const*) [45]
                0.00    0.00   20002/30003       __gnu_cxx::__alloc_traits<std::allocator<char> >::max_size(std::allocator<char> const&) [20]
[17]     0.0    0.00    0.00   30003         __gnu_cxx::new_allocator<char>::max_size() const [17]
-----------------------------------------------
                0.00    0.00       1/22327       void boost::detail::sp_pointer_construct<EventSourceBase, Epoll>(boost::shared_ptr<EventSourceBase>*, Epoll*, boost::detail::shared_count&) [465]
                0.00    0.00       1/22327       void boost::detail::sp_pointer_construct<EventTargetBase, Epoll>(boost::shared_ptr<EventTargetBase>*, Epoll*, boost::detail::shared_count&) [466]
                0.00    0.00       1/22327       void boost::detail::sp_pointer_construct<EventFactory, echoFactory>(boost::shared_ptr<EventFactory>*, echoFactory*, boost::detail::shared_count&) [464]
                0.00    0.00       2/22327       boost::shared_ptr<EventTargetBase>::~shared_ptr() [355]
                0.00    0.00       2/22327       void boost::detail::sp_pointer_construct<EventLoop, EventLoop>(boost::shared_ptr<EventLoop>*, EventLoop*, boost::detail::shared_count&) [370]
                0.00    0.00    1000/22327       boost::shared_ptr<char>::~shared_ptr() [298]
                0.00    0.00    1000/22327       void boost::detail::sp_pointer_construct<char, char>(boost::shared_ptr<char>*, char*, boost::detail::shared_count&) [309]
                0.00    0.00    1001/22327       void boost::detail::sp_pointer_construct<Event, echoEvent>(boost::shared_ptr<Event>*, echoEvent*, boost::detail::shared_count&) [276]
                0.00    0.00    1004/22327       boost::shared_ptr<EventFactory>::~shared_ptr() [260]
                0.00    0.00    1260/22327       void boost::detail::sp_pointer_construct<TcpConnection, TcpConnection>(boost::shared_ptr<TcpConnection>*, TcpConnection*, boost::detail::shared_count&) [230]
                0.00    0.00    2001/22327       void boost::detail::sp_pointer_construct<Event, ServerTcpEvent>(boost::shared_ptr<Event>*, ServerTcpEvent*, boost::detail::shared_count&) [202]
                0.00    0.00    2004/22327       boost::shared_ptr<EventLoop>::~shared_ptr() [157]
                0.00    0.00    5039/22327       boost::shared_ptr<TcpConnection>::~shared_ptr() [87]
                0.00    0.00    8011/22327       boost::shared_ptr<Event>::~shared_ptr() [63]
[18]     0.0    0.00    0.00   22327         boost::detail::shared_count::~shared_count() [18]
                0.00    0.00   15053/15053       boost::detail::sp_counted_base::release() [37]
-----------------------------------------------
                0.00    0.00    5268/20321       boost::detail::sp_counted_base::weak_release() [81]
                0.00    0.00   15053/20321       boost::detail::sp_counted_base::release() [37]
[19]     0.0    0.00    0.00   20321         boost::detail::atomic_exchange_and_add(int*, int) [19]
-----------------------------------------------
                0.00    0.00   20002/20002       std::vector<char, std::allocator<char> >::max_size() const [23]
[20]     0.0    0.00    0.00   20002         __gnu_cxx::__alloc_traits<std::allocator<char> >::max_size(std::allocator<char> const&) [20]
                0.00    0.00   20002/30003       __gnu_cxx::new_allocator<char>::max_size() const [17]
-----------------------------------------------
                0.00    0.00   10001/20002       std::vector<char, std::allocator<char> >::end() [49]
                0.00    0.00   10001/20002       std::vector<char, std::allocator<char> >::begin() [50]
[21]     0.0    0.00    0.00   20002         __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::__normal_iterator(char* const&) [21]
-----------------------------------------------
                0.00    0.00   20002/20002       std::vector<char, std::allocator<char> >::max_size() const [23]
[22]     0.0    0.00    0.00   20002         std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() const [22]
-----------------------------------------------
                0.00    0.00   20002/20002       std::vector<char, std::allocator<char> >::_M_check_len(unsigned int, char const*) const [47]
[23]     0.0    0.00    0.00   20002         std::vector<char, std::allocator<char> >::max_size() const [23]
                0.00    0.00   20002/20002       std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() const [22]
                0.00    0.00   20002/20002       __gnu_cxx::__alloc_traits<std::allocator<char> >::max_size(std::allocator<char> const&) [20]
-----------------------------------------------
                0.00    0.00   20002/20002       char* std::__copy_move_a<false, char*, char*>(char*, char*, char*) [26]
[24]     0.0    0.00    0.00   20002         char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<char>(char const*, char const*, char*) [24]
-----------------------------------------------
                0.00    0.00   20002/20002       char* std::uninitialized_copy<char*, char*>(char*, char*, char*) [28]
[25]     0.0    0.00    0.00   20002         char* std::__uninitialized_copy<true>::__uninit_copy<char*, char*>(char*, char*, char*) [25]
                0.00    0.00   20002/20002       char* std::copy<char*, char*>(char*, char*, char*) [31]
-----------------------------------------------
                0.00    0.00   20002/20002       char* std::__copy_move_a2<false, char*, char*>(char*, char*, char*) [27]
[26]     0.0    0.00    0.00   20002         char* std::__copy_move_a<false, char*, char*>(char*, char*, char*) [26]
                0.00    0.00   20002/20002       char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<char>(char const*, char const*, char*) [24]
-----------------------------------------------
                0.00    0.00   20002/20002       char* std::copy<char*, char*>(char*, char*, char*) [31]
[27]     0.0    0.00    0.00   20002         char* std::__copy_move_a2<false, char*, char*>(char*, char*, char*) [27]
                0.00    0.00   60006/62007       std::_Niter_base<char*>::iterator_type std::__niter_base<char*>(char*) [12]
                0.00    0.00   20002/20002       char* std::__copy_move_a<false, char*, char*>(char*, char*, char*) [26]
-----------------------------------------------
                0.00    0.00   20002/20002       char* std::__uninitialized_copy_a<char*, char*, char>(char*, char*, char*, std::allocator<char>&) [29]
[28]     0.0    0.00    0.00   20002         char* std::uninitialized_copy<char*, char*>(char*, char*, char*) [28]
                0.00    0.00   20002/20002       char* std::__uninitialized_copy<true>::__uninit_copy<char*, char*>(char*, char*, char*) [25]
-----------------------------------------------
                0.00    0.00   20002/20002       char* std::__uninitialized_move_if_noexcept_a<char*, char*, std::allocator<char> >(char*, char*, char*, std::allocator<char>&) [30]
[29]     0.0    0.00    0.00   20002         char* std::__uninitialized_copy_a<char*, char*, char>(char*, char*, char*, std::allocator<char>&) [29]
                0.00    0.00   20002/20002       char* std::uninitialized_copy<char*, char*>(char*, char*, char*) [28]
-----------------------------------------------
                0.00    0.00    4002/20002       std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned int, char const&) [211]
                0.00    0.00   16000/20002       std::vector<char, std::allocator<char> >::_M_insert_aux(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char const&) [64]
[30]     0.0    0.00    0.00   20002         char* std::__uninitialized_move_if_noexcept_a<char*, char*, std::allocator<char> >(char*, char*, char*, std::allocator<char>&) [30]
                0.00    0.00   20002/20002       char* std::__uninitialized_copy_a<char*, char*, char>(char*, char*, char*, std::allocator<char>&) [29]
-----------------------------------------------
                0.00    0.00   20002/20002       char* std::__uninitialized_copy<true>::__uninit_copy<char*, char*>(char*, char*, char*) [25]
[31]     0.0    0.00    0.00   20002         char* std::copy<char*, char*>(char*, char*, char*) [31]
                0.00    0.00   40004/40004       std::_Miter_base<char*>::iterator_type std::__miter_base<char*>(char*) [16]
                0.00    0.00   20002/20002       char* std::__copy_move_a2<false, char*, char*>(char*, char*, char*) [27]
-----------------------------------------------
                0.00    0.00    1260/19563       std::_Rb_tree<int, std::pair<int const, boost::shared_ptr<TcpConnection> >, std::_Select1st<std::pair<int const, boost::shared_ptr<TcpConnection> > >, std::less<int>, std::allocator<std::pair<int const, boost::shared_ptr<TcpConnection> > > >::_M_get_insert_unique_pos(int const&) [244]
                0.00    0.00    1260/19563       std::_Rb_tree<int, std::pair<int const, boost::shared_ptr<TcpConnection> >, std::_Select1st<std::pair<int const, boost::shared_ptr<TcpConnection> > >, std::less<int>, std::allocator<std::pair<int const, boost::shared_ptr<TcpConnection> > > >::_M_insert_(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int const, boost::shared_ptr<TcpConnection> > const&) [240]
                0.00    0.00    2260/19563       std::_Rb_tree<int, std::pair<int const, boost::shared_ptr<TcpConnection> >, std::_Select1st<std::pair<int const, boost::shared_ptr<TcpConnection> > >, std::less<int>, std::allocator<std::pair<int const, boost::shared_ptr<TcpConnection> > > >::begin() [147]
                0.00    0.00    4261/19563       std::_Rb_tree<int, std::pair<int const, boost::shared_ptr<TcpConnection> >, std::_Select1st<std::pair<int const, boost::shared_ptr<TcpConnection> > >, std::less<int>, std::allocator<std::pair<int const, boost::shared_ptr<TcpConnection> > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, boost::shared_ptr<TcpConnection> > >*, std::_Rb_tree_node<std::pair<int const, boost::shared_ptr<TcpConnection> > >*, int const&) [104]
                0.00    0.00   10522/19563       std::_Rb_tree<int, std::pair<int const, boost::shared_ptr<TcpConnection> >, std::_Select1st<std::pair<int const, boost::shared_ptr<TcpConnection> > >, std::less<int>, std::allocator<std::pair<int const, boost::shared_ptr<TcpConnection> > > >::end() [41]
[32]     0.0    0.00    0.00   19563         std::_Rb_tree_iterator<std::pair<int const, boost::shared_ptr<TcpConnection> > >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<int const, boost::shared_ptr<TcpConnection> > >*) [32]
-----------------------------------------------
                0.00    0.00   19523/19523       void std::_Destroy<char*>(char*, char*) [34]
[33]     0.0    0.00    0.00   19523         void std::_Destroy_aux<true>::__destroy<char*>(char*, char*) [33]
-----------------------------------------------
                0.00    0.00   19523/19523       void std::_Destroy<char*, char>(char*, char*, std::allocator<char>&) [35]
[34]     0.0    0.00    0.00   19523         void std::_Destroy<char*>(char*, char*) [34]
                0.00    0.00   19523/19523       void std::_Destroy_aux<true>::__destroy<char*>(char*, char*) [33]
-----------------------------------------------
                0.00    0.00    1001/19523       std::vector<char, std::allocator<char> >::_M_erase_at_end(char*) [283]
                0.00    0.00    2001/19523       std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned int, char const&) [211]
                0.00    0.00    8000/19523       std::vector<char, std::allocator<char> >::_M_insert_aux(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char const&) [64]
                0.00    0.00    8521/19523       std::vector<char, std::allocator<char> >::~vector() [60]
[35]     0.0    0.00    0.00   19523         void std::_Destroy<char*, char>(char*, char*, std::allocator<char>&) [35]
                0.00    0.00   19523/19523       void std::_Destroy<char*>(char*, char*) [34]
-----------------------------------------------
                0.00    0.00    2001/18522       std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned int, char const&) [211]
                0.00    0.00    8000/18522       std::vector<char, std::allocator<char> >::_M_insert_aux(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char const&) [64]
                0.00    0.00    8521/18522       std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [59]
[36]     0.0    0.00    0.00   18522         std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned int) [36]
                0.00    0.00   10001/10001       __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned int) [44]
-----------------------------------------------
                0.00    0.00   15053/15053       boost::detail::shared_count::~shared_count() [18]
[37]     0.0    0.00    0.00   15053         boost::detail::sp_counted_base::release() [37]
                0.00    0.00   15053/20321       boost::detail::atomic_exchange_and_add(int*, int) [19]
                0.00    0.00    5260/5268        boost::detail::sp_counted_base::weak_release() [81]
                0.00    0.00    2001/2001        boost::detail::sp_counted_impl_p<ServerTcpEvent>::dispose() [198]
                0.00    0.00    1259/1259        boost::detail::sp_counted_impl_p<TcpConnection>::dispose() [248]
                0.00    0.00    1000/1000        boost::detail::sp_counted_impl_p<echoEvent>::dispose() [302]
                0.00    0.00    1000/1000        boost::detail::sp_counted_impl_p<char>::dispose() [305]
-----------------------------------------------
                0.00    0.00       6/13668       std::vector<boost::shared_ptr<Event>, std::allocator<boost::shared_ptr<Event> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<boost::shared_ptr<Event>*, std::vector<boost::shared_ptr<Event>, std::allocator<boost::shared_ptr<Event> > > >, boost::shared_ptr<Event> const&) [417]
                0.00    0.00    4554/13668       std::vector<boost::shared_ptr<Event>, std::allocator<boost::shared_ptr<Event> > >::_M_erase_at_end(boost::shared_ptr<Event>*) [99]
                0.00    0.00    9108/13668       std::vector<boost::shared_ptr<Event>, std::allocator<boost::shared_ptr<Event> > >::swap(std::vector<boost::shared_ptr<Event>, std::allocator<boost::shared_ptr<Event> > >&) [100]
[38]     0.0    0.00    0.00   13668         std::_Vector_base<boost::shared_ptr<Event>, std::allocator<boost::shared_ptr<Event> > >::_M_get_Tp_allocator() [38]
-----------------------------------------------
                0.00    0.00   13662/13662       std::_Vector_base<boost::shared_ptr<Event>, std::allocator<boost::shared_ptr<Event> > >::_Vector_impl::_M_swap_data(std::_Vector_base<boost::shared_ptr<Event>, std::allocator<boost::shared_ptr<Event> > >::_Vector_impl&) [95]
[39]     0.0    0.00    0.00   13662         void std::swap<boost::shared_ptr<Event>*>(boost::shared_ptr<Event>*&, boost::shared_ptr<Event>*&) [39]
-----------------------------------------------
                0.00    0.00   12006/12006       std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_M_swap_data(std::_Vector_base<char, std::allocator<char> >::_Vector_impl&) [119]
[40]     0.0    0.00    0.00   12006         void std::swap<char*>(char*&, char*&) [40]
-----------------------------------------------
                0.00    0.00    5261/10522       std::map<int, boost::shared_ptr<TcpConnection>, std::less<int>, std::allocator<std::pair<int const, boost::shared_ptr<TcpConnection> > > >::end() [84]
                0.00    0.00    5261/10522       std::_Rb_tree<int, std::pair<int const, boost::shared_ptr<TcpConnection> >, std::_Select1st<std::pair<int const, boost::shared_ptr<TcpConnection> > >, std::less<int>, std::allocator<std::pair<int const, boost::shared_ptr<TcpConnection> > > >::find(int const&) [105]
[41]     0.0    0.00    0.00   10522         std::_Rb_tree<int, std::pair<int const, boost::shared_ptr<TcpConnection> >, std::_Select1st<std::pair<int const, boost::shared_ptr<TcpConnection> > >, std::less<int>, std::allocator<std::pair<int const, boost::shared_ptr<TcpConnection> > > >::end() [41]
                0.00    0.00   10522/19563       std::_Rb_tree_iterator<std::pair<int const, boost::shared_ptr<TcpConnection> > >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<int const, boost::shared_ptr<TcpConnection> > >*) [32]
-----------------------------------------------
                0.00    0.00    2001/10009       TcpConnection::send() [186]
                0.00    0.00    8008/10009       TcpConnection::OnRead(std::vector<boost::shared_ptr<Event>, std::allocator<boost::shared_ptr<Event> > >&) [187]
[42]     0.0    0.00    0.00   10009         Buffer::length() [42]
                0.00    0.00   10009/58017       std::vector<char, std::allocator<char> >::size() const [13]
-----------------------------------------------
                0.00    0.00       1/10004       std::vector<boost::shared_ptr<EventSourceBase>, std::allocator<boost::shared_ptr<EventSourceBase> > >::_M_check_len(unsigned int, char const*) const [499]
                0.00    0.00       2/10004       std::vector<boost::shared_ptr<Event>, std::allocator<boost::shared_ptr<Event> > >::_M_check_len(unsigned int, char const*) const [399]
                0.00    0.00   10001/10004       std::vector<char, std::allocator<char> >::_M_check_len(unsigned int, char const*) const [47]
[43]     0.0    0.00    0.00   10004         unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [43]
-----------------------------------------------
                0.00    0.00   10001/10001       std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned int) [36]
[44]     0.0    0.00    0.00   10001         __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned int) [44]
-----------------------------------------------
                0.00    0.00   10001/10001       std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned int) [48]
[45]     0.0    0.00    0.00   10001         __gnu_cxx::new_allocator<char>::allocate(unsigned int, void const*) [45]
                0.00    0.00   10001/30003       __gnu_cxx::new_allocator<char>::max_size() const [17]
-----------------------------------------------
                0.00    0.00    2001/10001       std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned int, char const&) [211]
                0.00    0.00    8000/10001       std::vector<char, std::allocator<char> >::_M_insert_aux(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char const&) [64]
[46]     0.0    0.00    0.00   10001         __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::difference_type __gnu_cxx::operator-<char*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&) [46]
                0.00    0.00   20002/40004       __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::base() const [15]
-----------------------------------------------
                0.00    0.00    2001/10001       std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned int, char const&) [211]
                0.00    0.00    8000/10001       std::vector<char, std::allocator<char> >::_M_insert_aux(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char const&) [64]
[47]     0.0    0.00    0.00   10001         std::vector<char, std::allocator<char> >::_M_check_len(unsigned int, char const*) const [47]
                0.00    0.00   40004/58017       std::vector<char, std::allocator<char> >::size() const [13]
                0.00    0.00   20002/20002       std::vector<char, std::allocator<char> >::max_size() const [23]
                0.00    0.00   10001/10004       unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [43]
-----------------------------------------------
                0.00    0.00    2001/10001       std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned int, char const&) [211]
                0.00    0.00    8000/10001       std::vector<char, std::allocator<char> >::_M_insert_aux(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char const&) [64]
[48]     0.0    0.00    0.00   10001         std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned int) [48]
                0.00    0.00   10001/10001       __gnu_cxx::new_allocator<char>::allocate(unsigned int, void const*) [45]
-----------------------------------------------
                0.00    0.00    2001/10001       std::vector<char, std::allocator<char> >::resize(unsigned int, char) [213]
                0.00    0.00    8000/10001       std::vector<char, std::allocator<char> >::push_back(char const&) [10]
[49]     0.0    0.00    0.00   10001         std::vector<char, std::allocator<char> >::end() [49]
                0.00    0.00   10001/20002       __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::__normal_iterator(char* const&) [21]
-----------------------------------------------
                0.00    0.00    2001/10001       std::vector<char, std::allocator<char> >::_M_fill_insert(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, unsigned int, char const&) [211]
                0.00    0.00    8000/10001       std::vector<char, std::allocator<char> >::_M_insert_aux(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char const&) [64]
[50]     0.0    0.00    0.00   10001         std::vector<char, std::allocator<char> >::begin() [50]
                0.00    0.00   10001/20002       __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::__normal_iterator(char* const&) [21]
-----------------------------------------------
                0.00    0.00       1/9270        void boost::detail::sp_pointer_construct<EventSourceBase, Epoll>(boost::shared_ptr<EventSourceBase>*, Epoll*, boost::detail::shared_count&) [465]
                0.00    0.00       1/9270        void boost::detail::sp_pointer_construct<EventTargetBase, Epoll>(boost::shared_ptr<EventTargetBase>*, Epoll*, boost::detail::shared_count&) [466]
                0.00    0.00       1/9270        void boost::detail::sp_pointer_construct<EventFactory, echoFactory>(boost::shared_ptr<EventFactory>*, echoFactory*, boost::detail::shared_count&) [464]
                0.00    0.00       2/9270        void boost::detail::sp_pointer_construct<EventLoop, EventLoop>(boost::shared_ptr<EventLoop>*, EventLoop*, boost::detail::shared_count&) [370]
                0.00    0.00    1000/9270        void boost::detail::sp_pointer_construct<char, char>(boost::shared_ptr<char>*, char*, boost::detail::shared_count&) [309]
                0.00    0.00    1001/9270        void boost::detail::sp_pointer_construct<Event, echoEvent>(boost::shared_ptr<Event>*, echoEvent*, boost::detail::shared_count&) [276]
                0.00    0.00    1260/9270        void boost::detail::sp_pointer_construct<TcpConnection, TcpConnection>(boost::shared_ptr<TcpConnection>*, TcpConnection*, boost::detail::shared_count&) [230]
